List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"										
PEG_BVOL2023	x		CHOANOZOA	Choanoflagellatea		Choanoflagellatea	Choanoflagellatea				580116	http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	4x5	5				4	4	1	41,866667			7,200923			Craspedophyceae	Class											
PEG_BVOL2023	x		CHOANOZOA	Choanoflagellatea		Choanoflagellatea	Choanoflagellatea				580116	http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116	HT	flattened ellipsoid	?/6*l*d1*d2	2			cell	3x8	8				3	3	1	37,680000			6,522617			Craspedophyceae	Class											
PEG_BVOL2023	x		CHOANOZOA	Choanoflagellatea		Choanoflagellatea	Choanoflagellatea				580116	http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116	HT	sphere	?/6*d^3	3			cell	2-3					2,5		1	8,177083			1,553759			Craspedophyceae	Class											
PEG_BVOL2023	x		CHOANOZOA	Choanoflagellatea		Choanoflagellatea	Choanoflagellatea				580116	http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116	HT	sphere	?/6*d^3	4			cell	6-8					7		1	179,503333			28,250611			Craspedophyceae	Class											
PEG_BVOL2023	x		CHOANOZOA	Choanoflagellatea		Choanoflagellatea	Choanoflagellatea				580116	http://www.marinespecies.org/aphia.php?p=taxdetails&id=580116	HT	sphere	?/6*d^3	5			cell	4-5					4,5		1	47,688750			8,137412			Craspedophyceae	Class											
PEG_BVOL2023	x		PROTOZOA INCERTAE SEDIS	Ebriophyceae	EBRIALES	Ebria	Ebria tripartita			(Schumann) Lemmermann 1899	118051	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051	HT	half sphere-30%	?/12*d^3*0.7	1			cell	 17-23					20		1	1465,333333			202,893465		Corrected Author name from (J.Schumann) Lemmermann 1899 to (Schumann) Lemmermann 1899		Species											
PEG_BVOL2023	x		PROTOZOA INCERTAE SEDIS	Ebriophyceae	EBRIALES	Ebria	Ebria tripartita			(Schumann) Lemmermann 1899	118051	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051	HT	half sphere-30%	?/12*d^3*0.7	2			cell	 23-27					25		1	2861,979167			380,420196		Corrected Author name from (J.Schumann) Lemmermann 1899 to (Schumann) Lemmermann 1899		Species											
PEG_BVOL2023	x		PROTOZOA INCERTAE SEDIS	Ebriophyceae	EBRIALES	Ebria	Ebria tripartita			(Schumann) Lemmermann 1899	118051	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051	HT	half sphere-30%	?/12*d^3*0.7	3			cell	 27-33					30		1	4945,500000			635,795039		Corrected Author name from (J.Schumann) Lemmermann 1899 to (Schumann) Lemmermann 1899		Species											
PEG_BVOL2023	x		PROTOZOA INCERTAE SEDIS	Ebriophyceae	EBRIALES	Ebria	Ebria tripartita			(Schumann) Lemmermann 1899	118051	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051	HT	half sphere-30%	?/12*d^3*0.7	4			cell	 33-37					35		1	7853,270833			981,536019		Corrected Author name from (J.Schumann) Lemmermann 1899 to (Schumann) Lemmermann 1899		Species											
PEG_BVOL2023	x		PROTOZOA INCERTAE SEDIS	Ebriophyceae	EBRIALES	Ebria	Ebria tripartita			(Schumann) Lemmermann 1899	118051	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118051	HT	half sphere-30%	?/12*d^3*0.7	5			cell	 37-43					40		1	11722,666667			1429,781113		Corrected Author name from (J.Schumann) Lemmermann 1899 to (Schumann) Lemmermann 1899		Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Achroonema	Achroonema lentum			Skuja 1956	249691	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249691	HT	cylinder	?/4*d^2*h	1			filament	2x100				100	2		20	314,000000		5	57,336809	based on individual cell			Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Achroonema	Achroonema proteiforme			Skuja 1956	648201	http://www.marinespecies.org/aphia.php?p=taxdetails&id=648201	HT	cylinder	?/4*d^2*h	1			filament	1-2x100				100	1,5		14,3	176,625000		7	32,725385	based on individual cell			Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis ovalis			Skuja 1948	620842	http://www.marinespecies.org/aphia.php?p=taxdetails&id=620842	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 5-6x7-9	8				5,5		1	126,646667			20,360540				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis ovalis			Skuja 1948	620842	http://www.marinespecies.org/aphia.php?p=taxdetails&id=620842	HT	rotational ellipsoid	?/6*d^2*l	2			cell	 6-8x8-12	10				7		1	256,433333			39,489423				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis remigera			(N.Vørs) B.Clay & P.Kugrens 2000 	627117	http://www.marinespecies.org/aphia.php?p=taxdetails&id=627117	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 5-6x7-9	8				5,5		1	126,646667			20,360540				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis remigera			(N.Vørs) B.Clay & P.Kugrens 2000 	627117	http://www.marinespecies.org/aphia.php?p=taxdetails&id=627117	HT	rotational ellipsoid	?/6*d^2*l	2			cell	 6-8x8-12	10				7		1	256,433333			39,489423				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis remigera			(N.Vørs) B.Clay & P.Kugrens 2000 	627117	http://www.marinespecies.org/aphia.php?p=taxdetails&id=627117	HT	rotational ellipsoid	?/6*d^2*l	3			cell	 8-10x12-15	13,5				9		1	572,265000			83,914596				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis			Skuja 1939	601744	http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744	HT	rotational ellipsoid	?/6*d^2*l	1			cell	 5-6x7-9	8				5,5		1	126,646667			20,360540				Genus											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis			Skuja 1939	601744	http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744	HT	rotational ellipsoid	?/6*d^2*l	2			cell	 6-8x8-12	10				7		1	256,433333			39,489423				Genus											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis			Skuja 1939	601744	http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744	HT	rotational ellipsoid	?/6*d^2*l	3			cell	3-4x5-7	6				3,5		1	38,465000			6,650135				Genus											
PEG_BVOL2023	x		INCERTAE SEDIS			Katablepharis	Katablepharis			Skuja 1939	601744	http://www.marinespecies.org/aphia.php?p=taxdetails&id=601744	HT	rotational ellipsoid	?/6*d^2*l	4			cell	8-10x12-15	13,5				9		1	572,265000			83,914596				Genus											
PEG_BVOL2023	x		INCERTAE SEDIS			Leucocryptos	Leucocryptos marina			(Braarud) Butcher 1967	119077	http://www.marinespecies.org/aphia.php?p=taxdetails&id=119077	HT	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	 4-5x7-10				8,5	4,5		1	56,961563			9,614908				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Leucocryptos	Leucocryptos marina			(Braarud) Butcher 1967	119077	http://www.marinespecies.org/aphia.php?p=taxdetails&id=119077	HT	cone + half sphere	?/12*d^2*(h+d/2)	2			cell	 5-6x10-14				12	5,5		1	116,752396			18,863242				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Leucocryptos	Leucocryptos marina			(Braarud) Butcher 1967	119077	http://www.marinespecies.org/aphia.php?p=taxdetails&id=119077	HT	cone + half sphere	?/12*d^2*(h+d/2)	3			cell	 6-8x15-21				18	7		1	275,665833			42,264266				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Leucocryptos	Leucocryptos			Butcher 1967	17651	http://www.marinespecies.org/aphia.php?p=taxdetails&id=17651	HT	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	 4x7				7	4		1	37,680000			6,522617				Genus											
PEG_BVOL2023	x		INCERTAE SEDIS			Telonema	Telonema antarcticum			Klaveness, Shalchian-Tabrizi, Thomsen, Eikrem & Jakobsen 2005	389491	http://www.marinespecies.org/aphia.php?p=taxdetails&id=389491	HT	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	6-10x8-16				12	8		1	267,946667			41,159712		"Correction of spaces in column ""Geometric_shape"""		Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Telonema	Telonema subtile			Greissmann 1913	118075	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118075	HT	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	 4x7				7	4		1	37,680000			6,522617				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Telonema	Telonema subtile			Greissmann 1913	118075	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118075	HT	cone + half sphere	?/12*d^2*(h+d/2)	2			cell	 5-6x8				8	5,5		1	85,090729			14,015648				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Telonema	Telonema subtile			Greissmann 1913	118075	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118075	HT	cone + half sphere	?/12*d^2*(h+d/2)	3			cell	2-4x5-7				6	3		1	17,662500			3,202106				Species											
PEG_BVOL2023	x		INCERTAE SEDIS			Telonema	Telonema			Griessmann 1913	118028	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118028	HT	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	 6-7x12				12	6,5		1	168,595104			26,635519				Genus											
PEG_BVOL2023	x		INCERTAE SEDIS			Telonema	Telonema			Griessmann 1913	118028	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118028	HT	cone + half sphere	?/12*d^2*(h+d/2)	2			cell	4-6x6-8				7	5		1	62,145833			10,434404				Genus											
PEG_BVOL2023	x		INCERTAE SEDIS			Telonema	Telonema			Griessmann 1913	118028	http://www.marinespecies.org/aphia.php?p=taxdetails&id=118028	HT	cone + half sphere	?/12*d^2*(h+d/2)	3			cell	6-10x8-16				12	8		1	267,946667			41,152020				Genus											
PEG_BVOL2023	x		CILIOPHORA	Oligotrichea	OLIGOTRICHIDA	Laboea	Laboea strobila			Lohmann 1908	101264	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101264	MX	cone	?/12*d^2*h	1			cell	40-45x80-90				85	42		1	39234,300000			4445,350808				Species											
PEG_BVOL2023	x		CILIOPHORA	Oligotrichea	OLIGOTRICHIDA	Laboea	Laboea strobila			Lohmann 1908	101264	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101264	MX	cone	?/12*d^2*h	2			cell	30-40x60-80				70	35		1	22437,916667			2630,427568				Species											
PEG_BVOL2023	x		CILIOPHORA	Oligotrichea	OLIGOTRICHIDA	Laboea	Laboea strobila			Lohmann 1908	101264	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101264	MX	cone	?/12*d^2*h	3			cell	20-30x45-60				52	25		1	8504,166667			1057,737682				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	1			cell	 10-14					12,5		1	1277,669271	*		178,394177				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	2			cell	 14-16					15		1	2207,812500	*		298,149610				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	3			cell	 16-20					17,5		1	3505,924479	*		460,281322				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	2 spheres * 5/8	?/6*d^3*2*5/8	4			cell	 20-27					22,5		1	7451,367188	*		934,293489				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	5			cell	 27-33					30		1	14130,000000	*		1703,873079				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	6			cell	 33-37					35		1	22437,916667	*		2630,427568				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	7			cell	 37-45					40		1	33493,333333	*		3831,683794				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	8			cell	 45-55					50		1	65416,666667	*		7184,311739				Species											
PEG_BVOL2023	x		CILIOPHORA	Litostomatea	CYCLOTRICHIIDA	Mesodinium	Mesodinium rubrum			(Lohmann) Hamburger & Buddenbrock 1911	232069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232069	MX	sphere	?/6*d^3	9			cell	 55-65					60		1	113040,000000	*		12007,116900				Species											
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 <2	2				1,5		1	2,355000	10		0,482784															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	rotational ellipsoid	?/6*d^2*l	2			cell	 2-3	2,5				1,875		1	4,599609	10		0,905209															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	rotational ellipsoid	?/6*d^2*l	3			cell	 3-5	4				3		1	18,840000	10		3,402160															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	rotational ellipsoid	?/6*d^2*l	4			cell	 5-7	6				4,5		1	63,585000	10		10,661144															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	rotational ellipsoid	?/6*d^2*l	5			cell	 7-10	8,5				6,375		1	180,783047	10		28,439688															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	rotational ellipsoid	?/6*d^2*l	6			cell	 10-15	12,5				9,375		1	574,951172	10		84,284405															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	rotational ellipsoid	?/6*d^2*l	7			cell	 15-20	17,5				13,125		1	1577,666016	10		217,465267															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	sphere	?/6*d^3	8			cell	 <2					2		1	4,186667	10		0,828682															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	sphere	?/6*d^3	9			cell	 2-3					2,5		1	8,177083	10		1,553759															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	sphere	?/6*d^3	10			cell	 3-5					4		1	33,493333	10		5,839688															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	sphere	?/6*d^3	11			cell	 5-7					6		1	113,040000	10		18,299480															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	sphere	?/6*d^3	12			cell	 7-10					8,5		1	321,392083	10		48,815729															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	sphere	?/6*d^3	13			cell	 10-15					12,5		1	1022,135417	10		144,671230															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	AU	sphere	?/6*d^3	14			cell	 15-20					17,5		1	2804,739583	10		373,271515															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	rotational ellipsoid	?/6*d^2*l	51			cell	 <2	2				1,5		1	2,355000	10		0,482784															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	rotational ellipsoid	?/6*d^2*l	52			cell	 2-3	2,5				1,875		1	4,599609	10		0,905209															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	rotational ellipsoid	?/6*d^2*l	53			cell	 3-5	4				3		1	18,840000	10		3,402160															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	rotational ellipsoid	?/6*d^2*l	54			cell	 5-7	6				4,5		1	63,585000	10		10,661144															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	rotational ellipsoid	?/6*d^2*l	55			cell	 7-10	8,5				6,375		1	180,783047	10		28,439688															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	rotational ellipsoid	?/6*d^2*l	56			cell	 10-15	12,5				9,375		1	574,951172	10		84,284405															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	rotational ellipsoid	?/6*d^2*l	57			cell	 15-20	17,5				13,125		1	1577,666016	10		217,465267															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	sphere	?/6*d^3	58			cell	 <2					2		1	4,186667	10		0,828682															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	sphere	?/6*d^3	59			cell	 2-3					2,5		1	8,177083	10		1,553759															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	sphere	?/6*d^3	60			cell	 3-5					4		1	33,493333	10		5,839688															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	sphere	?/6*d^3	61			cell	 5-7					6		1	113,040000	10		18,299480															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	sphere	?/6*d^3	62			cell	 7-10					8,5		1	321,392083	10		48,815729															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	sphere	?/6*d^3	63			cell	 10-15					12,5		1	1022,135417	10		144,671230															
PEG_BVOL2023	x		OTHERS			Flagellates	Flagellates				146222	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146222	HT	sphere	?/6*d^3	64			cell	 15-20					17,5		1	2804,739583	10		373,271515															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	1			cell	 <2					2		1	4,186667	11		0,828682															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	2			cell	 2-3					2,5		1	8,177083	11		1,553759															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	3			cell	 3-5					4		1	33,493333	11		5,839688															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	4			cell	 5-7					6		1	113,040000	11		18,299480															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	5			cell	 7-10					8,5		1	321,392083	11		48,815729															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	6			cell	 10-15					12,5		1	1022,135417	11		144,671230															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	7			cell	 15-20					17,5		1	2804,739583	11		373,271515															
PEG_BVOL2023	x		OTHERS			Unicell	Unicell						AU	sphere	?/6*d^3	9			cell	 2-5					3,5		1	22,437917	11		4,008910															
SMHI_BVOL2023		x	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthocorbis	Acanthocorbis	spp		S.Hara & E.Takahashi, 1984	105501	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105501	HT	rotational ellipsoid		1			cell	4-6	6				4		1	50,240000			8,545537															
SMHI_BVOL2023		x	Ciliophora	Oligotrichea 	Choreotrichida	Acanthostomella	Acanthostomella norvegica			(Daday, 1887)	183556	http://www.marinespecies.org/aphia.php?p=taxdetails&id=183556	HT	rotational ellipsoid	?/6*d^2*l	1			cell	30-50x25-55	40				40		1	33493,333333			3831,683794															
SMHI_BVOL2023		x	CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	EUPODISCALES (BIDDULPHIALES, CENTRALES)		Bacillariophyceae				148899	https://www.marinespecies.org/aphia.php?p=taxdetails&id=148899	AU	cylinder	?/4*d^2*h	1			cell	15-25				20	8,4		1	1107,792000		-	84,810204															
SMHI_BVOL2023		x	Ciliophora	Prostomatea	Prorodontida	Balanion	Balanion comatum			Wulff, 1919	427290	https://www.marinespecies.org/aphia.php?p=taxdetails&id=427290	HT	rotational ellipsoid	?/6*d^2*l	1			cell	10-30x10-20	20				15		1	2355,000000			316,776690															
SMHI_BVOL2023		x	Choanozoa	Choanoflagellatea	Acanthoecida	Bicosta	Bicosta minor			(Reynolds) Leadbeater	105557	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105557	HT	rotational ellipsoid	?/6*d^2*l	1			cell	2.5x5-7	6				2,5		1	19,625000			3,535103															
SMHI_BVOL2023		x	Choanozoa	Choanoflagellatea	Acanthoecida	Bicosta	Bicosta spinifera			(Reynolds) Leadbeater	105558	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105558	HT	rotational ellipsoid	?/6*d^2*l	1			cell	3x8-12	10				3		1	47,100000			8,043043															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Ceratium	Tripos arietinus			(Cleve) F.Gómez, 2013	841182	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841182	AU	girdle diameter	2.3038*d^2.532	1			cell	width: 60					60		1	73235,852263		-	7987,839738															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Ceratium	Tripos bucephalus			Cleve, 1897	841190	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841190	AU	girdle diameter	0.32359*d^2.9953	1			cell	width: 50-60					55		1	52832,779087			5878,413015															
SMHI_BVOL2023		x	DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Ceratium	Tripos bucephalus			Cleve, 1897	841190	https://www.marinespecies.org/aphia.php?p=taxdetails&id=841190	AU	girdle diameter	0.32359*d^2.9953	2			cell	width: 60-70					65		1	87139,380718			9404,054507															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	1			cell	 5-15					10		1	523,333333			77,159014															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	2			cell	15-25					20		1	4186,666667			543,736096															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	3			cell	25-35					30		1	14130,000000			1703,873079															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	4			cell	35-45					40		1	33493,333333			3831,683794															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	5			cell	45-55					50		1	65416,666667			7184,311739															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	6			cell	55-65					60		1	113040,000000			12007,116900															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	7			cell	65-75					70		1	179503,333333			18536,504686															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	8			cell	75-85					80		1	267946,666667			27001,703244															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	9			cell	85-95					90		1	381510,000000			37625,979598															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	10			cell	95-105					100		1	523333,333333			50627,521478															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	11			cell	105-115					110		1	696556,666667			66220,104334															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	12			cell	115-125					120		1	904320,000000			84613,612393															
SMHI_BVOL2023		x	Ciliophora				Ciliophora	spp			11	https://www.marinespecies.org/aphia.php?p=taxdetails&id=11	HT	sphere	?/6*d^3	13			cell	125-135					130		1	1149763,333333			106014,456212															
